"url","name","time","location","location_link","cate","cate_link"
"http://www.accupass.com/event/register/1611140843239459583620","Moana公主 🌺 花冠手作特別企劃_","2016-11-29(Tue) 14:00 ~ 2016-11-29(Tue) 16:00 (GMT+8)","永康2號 Syros Cafe--台北市永康街2號2樓; 桂舍官網","http://maps.google.com/maps?q=25.0333395,121.52975700000002&sll=25.0333395,121.52975700000002; https://www.facebook.com/KUEIFLEUR/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260917271778811497","小資族如何用理財，“錢”進房地產秘密大公開！！","2016-12-01(Thu) 01:15 ~ 2016-12-01(Thu) 21:45 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Entertainment","http://www.accupass.com/search/r/0/6/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611280841085606266580","失戀與感情諮詢免費線上輔導","2016-11-29(Tue) 16:45 ~ 2016-11-29(Tue) 17:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611090838481543842113","說書、聊書、輕鬆讀書會","2016-11-28(Mon) 19:30 ~ 2016-11-28(Mon) 21:00 (GMT+8)","106台北市大安區忠孝東路三段52號","http://maps.google.com/maps?q=25.0417592,121.5353086&sll=25.0417592,121.5353086","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260902059869697150","《複利！真的是奇蹟！？》","2016-11-30(Wed) 01:00 ~ 2016-11-30(Wed) 23:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611271451381497623185","失戀與感情諮詢免費線上輔導","2016-11-28(Mon) 22:45 ~ 2016-11-28(Mon) 23:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611300714547839793360","「當我們乒乓在一起」-桌球交流","2016-11-30(Wed) 19:00 ~ 2016-11-30(Wed) 20:00 (GMT+8)","115臺北市南港區玉成街69號(離松山車站走路5分鐘)","http://maps.google.com/maps?q=25.0488862,121.5818838&sll=25.0488862,121.5818838","Sports","http://www.accupass.com/search/r/0/3/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240209551637296793","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-30(Wed) 09:00 ~ 2016-11-30(Wed) 10:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240203041609303209","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-29(Tue) 13:30 ~ 2016-11-29(Tue) 15:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1703110930181206895715","2017名揚象棋暑假學生研習營~夏令營(另有成人營隊請電洽)","2016-11-29(Tue) 17:00 ~ 2017-08-25(Fri) 17:00 (GMT+8)","台北市大安區新生南路一段161巷35-1號2樓; 網址連結","http://maps.google.com/maps?q=25.034664,121.5367436&sll=25.034664,121.5367436; http://mycac.myweb.hinet.net/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610310825401951527754","輕鬆入門 優雅性感♦阿根廷探戈♦Tango Argentina","2016-11-29(Tue) 21:15 ~ 2016-11-29(Tue) 22:00 (GMT+8)","台北市復興南路一段92-9號1F","http://maps.google.com/maps?q=25.044029669440956,121.54309066864778&sll=25.044029669440956,121.54309066864778","Entertainment","http://www.accupass.com/search/r/0/6/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611200811231376957290","2016/11/29(二)跟著旅遊達人去旅行：《從蒙古到中亞》成吉思汗之路","2016-11-29(Tue) 19:30 ~ 2016-11-29(Tue) 21:00 (GMT+8)","台北市大安區四維路１５４巷７號１Ｆ","http://maps.google.com/maps?q=25.0310704,121.54753000000004&sll=25.0310704,121.54753000000004","Arts","http://www.accupass.com/search/r/0/1/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240203461020446638","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-29(Tue) 15:30 ~ 2016-11-29(Tue) 17:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260940282109290928","新手投資買房，看未來增長？還是看房租收益？","2016-12-01(Thu) 01:45 ~ 2016-12-01(Thu) 21:45 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260906075707706180","《複利！真的是奇蹟！？》","2016-12-01(Thu) 01:00 ~ 2016-12-01(Thu) 23:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260916521290498310","小資族如何用理財，“錢”進房地產秘密大公開！！","2016-11-30(Wed) 01:15 ~ 2016-11-30(Wed) 21:45 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Entertainment","http://www.accupass.com/search/r/0/6/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611220228573487982830","【每週三免費課程】11/30 九印身心健康公益活動(台北場)","2016-11-30(Wed) 19:30 ~ 2016-11-30(Wed) 21:00 (GMT+8)","台北市仁愛路一段17號4樓 青少年發展處 舞蹈教室(三)","http://maps.google.com/maps?q=25.0390103,121.52201330000004&sll=25.0390103,121.52201330000004","Health","http://www.accupass.com/search/r/0/12/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611280548441848117546","【做心測，抽7-11禮券等好禮唷！】","2016-11-28(Mon) 14:00 ~ 2016-12-09(Fri) 23:59 (GMT+8)","台北市博愛路60號5樓A室(無人機課程場地)","http://maps.google.com/maps?q=25.045357,121.51126699999998&sll=25.045357,121.51126699999998","Entertainment","http://www.accupass.com/search/r/0/6/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260915511447365755","小資族如何用理財，“錢”進房地產秘密大公開！！","2016-11-29(Tue) 01:15 ~ 2016-11-29(Tue) 21:45 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Entertainment","http://www.accupass.com/search/r/0/6/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611180249501996433356","2016 北京清華大學蘇世民書院招生說明會","2016-11-29(Tue) 18:30 ~ 2016-11-29(Tue) 21:30 (GMT+8)","台北市106大安區羅斯福路四段85號B1","http://maps.google.com/maps?q=25.0130396,121.53678779999996&sll=25.0130396,121.53678779999996","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611230841102001657565","[免費講座] 長期投資穩穩賺─ETF投資","2016-11-30(Wed) 13:30 ~ 2016-11-30(Wed) 14:30 (GMT+8)","台北市文山區木柵路三段220號; http://www.wenshan.org.tw/","http://maps.google.com/maps?q=24.98964,121.57008259999998&sll=24.98964,121.57008259999998; http://null/","Charity","http://www.accupass.com/search/r/0/9/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260901291243053262","《複利！真的是奇蹟！？》","2016-11-29(Tue) 01:00 ~ 2016-11-29(Tue) 23:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240206471307676253","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 20:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260633241397119797","薛醫師大會演講~免費知識學習","2016-11-28(Mon) 19:30 ~ 2016-11-28(Mon) 20:30 (GMT+8)","台北市南京東路五段354號1樓 TEL: 2747-0001 聯絡人:銘話","http://maps.google.com/maps?q=25.051028,121.56956300000002&sll=25.051028,121.56956300000002","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260927211017340507","《蛤！什麼！原來實體產業也能有好的投資獲利！》","2016-11-29(Tue) 01:30 ~ 2016-11-29(Tue) 21:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Arts","http://www.accupass.com/search/r/0/1/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611220401524314419970","年度教育訓練與課程規劃","2016-11-30(Wed) 13:30 ~ 2016-11-30(Wed) 16:30 (GMT+8)","台北市中山區中山北路二段128號三樓; 心惢文創官網","http://maps.google.com/maps?q=25.0616314,121.5226384&sll=25.0616314,121.5226384; http://www.4core.me/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/graypoint01","大人的黏土課 - 原來我們都只是某種動物 (熊同事的壓力篇)","2016-11-28(Mon) 22:30 ~ 2016-12-18(Sun) 22:30 (GMT+8)","台北市合江街31巷14號","http://maps.google.com/maps?q=25.0552625,121.54016849999994&sll=25.0552625,121.54016849999994","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291024375500746900","2017名揚象棋寒假研習活動~早鳥優惠~新生預約送免費體驗","2016-11-29(Tue) 19:00 ~ 2017-02-10(Fri) 17:00 (GMT+8)","台北市大安區新生南路一段161巷35-1號2樓; 網址連結","http://maps.google.com/maps?q=25.034664,121.5367436&sll=25.034664,121.5367436; http://mycac.myweb.hinet.net/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240211311881460768","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-30(Wed) 11:00 ~ 2016-11-30(Wed) 12:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240342291443239567","萌芽「點石成金」創業經驗分享會","2016-11-30(Wed) 10:30 ~ 2016-11-30(Wed) 12:30 (GMT+8)","台北市北投區立農街2段155號","http://maps.google.com/maps?q=25.1196326,121.51333569999996&sll=25.1196326,121.51333569999996","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240208421588036620","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-29(Tue) 21:00 ~ 2016-11-29(Tue) 22:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611280342561325049550","NLP 魅力四射 聊天術","2016-11-30(Wed) 19:15 ~ 2016-11-30(Wed) 21:30 (GMT+8)","台北市長安東路一段61-1號","http://maps.google.com/maps?q=25.0487212,121.5270769&sll=25.0487212,121.5270769","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
